data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2022,5,156747121,3.000,1,13883353
2022,5,156747085,12.500,1,13883347
2022,5,156746986,9.170,1,13883336
2022,5,156747003,1.000,1,13883339
2022,5,156746953,7.000,1,13883331
2022,16,156747046,41.000,9,13883343
2022,5,156747112,1.000,1,13883352
2022,12,156746931,13.900,1,13883327
2022,5,156746955,13.700,1,13883332
2022,4,156746939,0.040,1,13883328
2022,5,156056108,7.300,1,13789628
2022,16,156747024,37.000,9,13883340
2022,12,156746957,1.000,11,13883333
2022,4,156746964,0.200,1,13883334
2022,5,156746905,13.000,1,13883326
2022,5,156057695,8.040,1,13789755
2022,5,156056808,4.000,1,13789666
2022,5,156057720,2.400,1,13789759
2022,5,156058040,3.000,1,13789796
2022,4,156055948,6.200,1,13789616
2022,5,156747077,1.000,1,13883346
2022,5,156056101,4.300,1,13789627
2022,1,156747128,1.000,3,13883355
2022,5,156057877,11.000,1,13789779
2022,12,156746940,1.000,3,13883329
2022,12,156746902,7.300,1,13883325
2022,12,156746978,0.100,1,13883335
2022,12,156747062,2.600,1,13883345
2022,12,156747107,0.500,1,13883351
2022,4,156056680,0.200,1,13789659
2022,5,156747102,1.000,3,13883349
2022,5,156746946,6.800,1,13883330
2022,16,156747147,1.000,3,13883357
2022,16,156747153,19.000,9,13883358
2022,1,156747034,1.000,11,13883341
2022,4,156746997,0.500,1,13883338
2022,12,156747043,1.500,9,13883342
2022,4,157293246,0.500,1,13964773
2022,5,157293449,1.000,11,13964798
2022,4,157293250,11.300,1,13964774
2022,5,157293274,14.080,1,13964778
2022,4,157293259,1.000,9,13964775
2022,5,156056029,0.500,1,13789618
2022,5,157293435,1.000,1,13964795
2022,4,157293410,0.500,1,13964792
2022,5,157293242,1.000,1,13964772
2022,5,156058038,207.000,1,13789795
2022,5,157293364,58.100,1,13964788
2022,5,157293281,1.000,1,13964779
2022,4,157293438,1.800,1,13964796
2022,4,157293348,1.000,9,13964786
2022,5,156057399,476.000,1,13789734
2022,12,156056992,0.100,1,13789692
2022,12,157293272,24.000,9,13964777
2022,5,157293357,1.000,1,13964787
2022,16,157293397,3.600,1,13964791
